Instrument,Issuer Name,Industry Sub Sector Description,Country Name,Issuer Country Name,Issue Date,Maturity Date,Preferred RIC,Amount Outstanding,Coupon,FRN Index,Coupon Frequency,Coupon Type Description,Coupon Effective Date,Issuer Rating,Fitchs Rating,Moodys Rating,SP Rating,Price,Yield To Maturity,ISMA Bid Yield,ISMA Ask Yield,Yield To Maturity,Z-Spread,Call Type Description,PUTCALLIND,Option Adjusted Spread,Option Adjusted Spread Bid,Option Value,Option Adjusted Spread,Price (-25bp),Effective Duration,DV01,Convexity,Spread Duration,Price (+25bp),ZC Volatility,Zero Option Adjusted Price,Option Adjusted Convexity,Exercise Type,Duration,Modified Duration,Convexity,Make Whole Call Flag
US34540TVB50,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-06-27,2026-06-20,34540TVB5=,20810000.0,4.55,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-27,,,Ba1,BBB-,100.233,4.507346,4.05,4.0,4.507346,222.455066,Ordinary Call,,210.355876,210.9,1.938966,244.960945,100.339872,0.929506,0.009345,-4.034388,0.929506,99.872626,279.569127,,,,0.4306,0.4222,0.3852,
US34540TVA77,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-06-27,2023-06-20,34540TVA7=,20810000.0,3.8,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-27,,,Ba1,BBB-,100.0155,3.794497,3.8,3.75,3.794497,198.514398,Ordinary Call,,179.937548,180.0,0.500919,204.996562,100.191877,1.207297,0.012105,-4.029445,1.207297,99.586606,220.656553,,,,0.4306,0.4227,0.3861,
US34540TUY62,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-06-20,2024-06-20,34540TUY6=,17137000.0,4.3,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-20,,,Ba1,BBB-,100.2549,4.235683,3.74,3.69,4.235683,191.750017,Ordinary Call,,187.324449,189.1,1.919511,214.974699,100.361883,0.430445,0.004328,-0.038542,0.430445,100.145495,262.319717,,,,0.4306,0.4228,0.3864,
US34540TUZ38,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-06-20,2029-06-20,34540TUZ3=,36325000.0,5.2,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-20,,,Ba1,BBB-,100.3166,5.156678,4.51,4.46,5.156678,268.479633,Ordinary Call,,254.96716,251.5,3.454211,289.933412,100.423474,0.921424,0.009275,-3.973962,0.921424,99.959706,335.652271,,,,0.4306,0.4213,0.3835,
US34540TUW07,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-06-13,2022-06-20,34540TUW0=,14563000.0,3.45,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-13,,,Ba1,BBB-,100.0143,3.44309,3.44,3.39,3.44309,163.130991,Ordinary Call,,152.545407,152.8,0.269899,174.994095,100.171138,1.023591,0.010261,-3.182137,1.023591,99.658092,186.638507,,,,0.4306,0.4234,0.3874,
US34540TUX89,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-06-13,2026-06-20,34540TUX8=,10067000.0,4.7,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-13,,,Ba1,BBB-,100.2966,4.64557,4.05,4.0,4.64557,222.388909,Ordinary Call,,216.157795,217.0,2.716267,244.964799,100.40355,0.535599,0.005389,-0.883136,0.535599,100.134117,293.428522,,,,0.4306,0.4222,0.3852,
XS2013574202,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,Eurobond,United States,2019-06-17,2023-02-17,US201357420=,1000000000.0,1.514,,1.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-17,,BBB,Ba1,BBB-,101.048,1.166994,1.17,1.14,1.166994,141.557416,,,142.490637,143.12,0.0,174.566767,101.8165,2.984609,0.03042,0.10664,2.984609,100.286293,174.566767,,,,3.0167,2.9822,11.9954,
XS2013574384,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,Eurobond,United States,2019-06-17,2026-02-17,US201357438=,750000000.0,2.386,,1.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-17,,BBB,Ba1,BBB-,101.538,2.114219,2.11,2.06,2.114219,218.965047,,,218.834459,220.78,0.0,255.040206,102.993214,5.551929,0.057139,0.35829,5.551929,100.105832,255.040206,,,,5.6669,5.5506,37.7819,
US34540TUU41,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-06-06,2021-06-20,34540TUU4=,23971000.0,3.4,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-06,,,Ba1,BBB-,100.1042,3.323791,3.19,3.14,3.323791,136.464103,Ordinary Call,,133.296187,135.3,0.257508,159.942748,100.214252,0.540334,0.005421,-0.812604,0.540334,99.943192,178.417946,,,,0.4306,0.4239,0.3884,
US34540TUV24,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-06-06,2024-06-20,34540TUV2=,36028000.0,4.45,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-06,,,Ba1,BBB-,100.3186,4.369476,3.74,3.69,4.369476,191.682513,Ordinary Call,,188.130998,190.8,2.463277,214.977095,100.425661,0.424734,0.004273,0.007143,0.424734,100.211988,275.711075,,,,0.4306,0.4228,0.3864,
US3454G0BT46,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-06-04,2020-02-27,3454G0BT4=,,0.0,,,Fixed: Discount,2019-06-04,,,,,99.6785,2.404572,2.44,2.34,2.404572,59.466653,,,64.830622,70.6,0.0,93.40463,99.710875,0.134503,0.001341,0.00081,0.134503,99.646175,93.40463,,,,0.125,0.1261,-0.0305,
XS2008854650,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,Eurobond,United States,2019-06-20,2024-06-20,US200885465=,300000000.0,4.125,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-06-20,,BBB,Ba1,BBB-,100.257,4.05906,4.1,4.09,4.05906,263.078162,,,257.785341,263.4,0.0,255.972108,101.269524,4.005059,0.040267,0.188407,4.005059,99.256315,255.972108,,,,4.0837,4.0027,18.8237,
US3454G0EU81,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-30,2020-05-28,3454G0EU8=,,0.0,,,Fixed: Discount,2019-05-30,,,,,98.9851,2.63807,2.68,2.57,2.63807,86.541847,,,79.770278,90.1,0.0,115.643269,99.078122,0.387234,0.003833,0.003262,0.387234,98.89228,115.643269,,,,0.3778,0.3789,0.1001,
US3454G0EN49,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-29,2020-05-22,3454G0EN4=,,0.0,,,Fixed: Discount,2019-05-29,,,,,99.0342,2.622496,2.66,2.56,2.622496,84.699444,,,77.873847,88.0,0.0,114.188658,99.123256,0.370674,0.003671,0.003064,0.370674,98.945334,114.188658,,,,0.3611,0.3624,0.0837,
US3454G0BE76,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-23,2020-02-14,3454G0BE7=,,0.0,,,Fixed: Discount,2019-05-23,,,,,99.7686,2.371574,2.41,2.31,2.371574,57.712787,,,62.126139,73.8,0.0,90.091294,99.792231,0.098147,0.000979,0.000557,0.098147,99.745004,90.091294,,,,0.0889,0.0897,-0.0282,
US34540TUS94,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-23,2022-05-20,34540TUS9=,19982000.0,3.6,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-05-23,,,Ba1,BBB-,100.1283,3.541138,3.26,3.21,3.541138,143.412801,Ordinary Call,,137.77951,138.6,0.60271,169.986398,100.214533,0.506233,0.005096,-1.308735,0.506233,99.959725,196.849813,,,,0.3472,0.3418,0.285,
US34540TUT77,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-23,2026-05-20,34540TUT7=,20677000.0,4.75,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-05-23,,,Ba1,BBB-,100.2654,4.700108,4.01,3.96,4.700108,219.587173,Ordinary Call,,212.27967,213.4,3.037148,244.971808,100.351652,0.340905,0.003442,0.006092,0.340905,100.179532,299.822923,,,,0.3472,0.3405,0.2829,
US3454G0EC83,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-14,2020-05-12,3454G0EC8=,,0.0,,,Fixed: Discount,2019-05-14,,,,,99.115,2.596517,2.64,2.53,2.596517,81.653746,,,74.897437,84.4,0.0,111.779397,99.197435,0.343039,0.0034,0.002744,0.343039,99.032735,111.779397,,,,0.3333,0.3347,0.0588,
US3454G0E794,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-14,2020-05-07,3454G0E79=,,0.0,,,Fixed: Discount,2019-05-14,,,,,99.1548,2.583865,2.62,2.52,2.583865,80.119585,,,73.490466,82.7,0.0,110.619377,99.233919,0.329206,0.003264,0.00259,0.329206,99.075841,110.619377,,,,0.3194,0.3209,0.0475,
US34540TUR12,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-16,2024-05-20,34540TUR1=,22843000.0,4.3,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-05-16,,,Ba1,BBB-,100.2141,4.244376,3.71,3.66,4.244376,189.091268,Ordinary Call,,182.801893,183.7,1.933565,214.994516,100.300343,0.346312,0.003493,-0.034236,0.346312,100.125699,263.543715,,,,0.3472,0.341,0.2838,
US3454G0DQ88,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-09,2020-04-24,3454G0DQ8=,,0.0,,,Fixed: Discount,2019-05-09,,,,,99.257,2.550238,2.59,2.49,2.550238,76.101518,,,70.159685,78.3,0.0,107.567767,99.327484,0.293191,0.00291,0.002206,0.293191,99.186653,107.567767,,,,0.2833,0.2848,0.0216,
US34540TUQ39,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-09,2026-05-20,34540TUQ3=,22605000.0,4.6,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-05-09,,,Ba1,BBB-,100.2139,4.559828,4.01,3.96,4.559828,219.71415,Ordinary Call,,207.885517,207.3,2.256686,244.978642,100.300089,0.690555,0.006968,-2.791106,0.690555,99.95169,285.747521,,,,0.3472,0.3405,0.2829,
US34540TUP55,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-09,2022-05-20,34540TUP5=,28652000.0,3.7,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-05-09,,,Ba1,BBB-,100.1627,3.625589,3.26,3.21,3.625589,143.345976,Ordinary Call,,138.768774,140.3,0.792416,169.999208,100.248975,0.371876,0.003745,-0.233882,0.371876,100.061702,205.310086,,,,0.3472,0.3418,0.285,
US345397ZR75,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-05-03,2029-05-03,345397ZR7=,1487000000.0,5.113,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-05-03,,BBB,Ba1,BBB-,103.5384,4.639412,4.68,4.63,4.639412,292.168605,Ordinary Call,,285.433747,287.4,0.084461,283.032126,105.439756,7.201993,0.075295,0.581348,7.201993,101.67503,284.137622,,,,7.3255,7.1606,62.1603,
US3454G0DH89,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-04-23,2020-04-17,3454G0DH8=,,0.0,,,Fixed: Discount,2019-04-23,,,,,99.3111,2.532178,2.57,2.47,2.532178,73.908362,,,68.583765,76.0,0.0,105.959963,99.376925,0.27377,0.002719,0.002009,0.27377,99.2454,105.959963,,,,0.2639,0.2654,0.0098,
US3454G0CS53,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-04-02,2020-03-26,3454G0CS5=,,0.0,,,Fixed: Discount,2019-04-02,,,,,99.4768,2.476024,2.52,2.41,2.476024,67.083145,,,64.767837,70.5,0.0,100.563415,99.527944,0.212607,0.002115,0.001437,0.212607,99.425746,100.563415,,,,0.2028,0.2042,-0.0175,
US34540TUM25,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-03-28,2021-03-20,34540TUM2=,57550000.0,4.05,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-28,,BBB,Ba1,BBB-,100.1803,3.88867,3.06,3.01,3.88867,122.500885,Ordinary Call,,123.241456,121.4,0.937318,154.535291,100.226329,0.177962,0.001806,0.028011,0.177962,100.136047,235.466137,,,,0.1806,0.1779,0.1193,
US34540TUN08,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-03-28,2024-03-20,34540TUN0=,26929000.0,5.35,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-28,,BBB,Ba1,BBB-,100.3063,5.265288,3.66,3.61,5.265288,182.512782,Ordinary Call,,182.144241,181.4,5.816282,214.962758,100.351606,0.177433,0.00181,0.001912,0.177433,100.261115,366.255477,,,,0.1806,0.1774,0.1186,
US34540TUK68,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-03-21,2022-03-20,34540TUK6=,29827000.0,4.5,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-21,,BBB,Ba1,BBB-,100.2435,4.379093,3.16,3.11,4.379093,132.118763,Ordinary Call,,132.693135,131.4,2.425006,164.98478,100.288756,0.177869,0.001808,0.001484,0.177869,100.198338,280.709602,,,,0.1806,0.1778,0.1192,
US34540TUL42,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-03-21,2026-03-20,34540TUL4=,13732000.0,5.75,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-21,,,Ba1,BBB-,100.333,5.683558,3.91,3.86,5.683558,207.816772,Ordinary Call,,206.930051,206.4,8.644837,239.970508,100.378329,0.177215,0.00181,0.00221,0.177215,100.287813,399.401945,,,,0.1806,0.1772,0.1183,
US345397ZQ92,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-03-18,2024-03-18,345397ZQ9=,1500000000.0,5.584,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-18,,BBB,Ba1,BBB-,108.3728,3.415069,3.41,3.36,3.415069,176.146824,Ordinary Call,,172.95957,175.7,0.137921,177.722695,109.374853,3.618343,0.039864,0.158363,3.618343,107.381651,181.125108,,,,3.676,3.6153,15.8209,
US34540TUH30,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-03-14,2024-03-20,34540TUH3=,40097000.0,5.5,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-14,,BBB,Ba1,BBB-,100.3333,5.407602,3.66,3.61,5.407602,182.28684,Ordinary Call,,181.922793,181.4,6.364991,214.966777,100.37864,0.177433,0.001811,0.001912,0.177433,100.288082,380.503604,,,,0.1806,0.1774,0.1186,
US34540TUJ95,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-03-14,2029-03-20,34540TUJ9=,18252000.0,6.2,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-14,,,Ba1,BBB-,100.3233,6.15182,4.42,4.36,6.15182,259.063869,Ordinary Call,,257.03322,256.4,10.825552,289.989597,100.368602,0.176782,0.001808,0.002999,0.176782,100.27819,436.327719,,,,0.1806,0.1767,0.1177,
US34540TUG56,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-03-07,2026-03-20,34540TUG5=,17837000.0,5.9,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-07,,,Ba1,BBB-,100.36,5.827905,3.91,3.86,5.827905,207.572161,Ordinary Call,,206.690532,206.4,9.432402,239.956293,100.405362,0.177215,0.001812,0.00221,0.177215,100.31478,413.880882,,,,0.1806,0.1772,0.1183,
US34540TUF73,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-03-07,2022-03-20,34540TUF7=,28848000.0,4.6,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-07,,BBB,Ba1,BBB-,100.2615,4.470086,3.16,3.11,4.470086,131.992897,Ordinary Call,,132.569472,131.4,2.615593,165.011849,100.306778,0.177869,0.001809,0.001484,0.177869,100.216316,289.816058,,,,0.1806,0.1778,0.1192,
US3454G0BL10,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-03-01,2020-02-20,3454G0BL1=,,0.0,,,Fixed: Discount,2019-03-01,,,,,99.7273,2.386745,2.43,2.32,2.386745,58.434683,,,63.699562,72.3,0.0,91.615043,99.754969,0.114934,0.001146,0.000671,0.114934,99.699673,91.615043,,,,0.1056,0.1065,-0.03,
XS1959498160,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,Eurobond,United States,2019-03-06,2024-03-06,US195949816=,1250000000.0,3.021,,1.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-06,,BBB,Ba1,BBB-,105.789,1.565945,1.58,1.53,1.565945,176.322946,,,176.713928,178.39,0.0,210.129956,106.834977,3.808567,0.041278,0.173778,3.808567,104.754794,210.129956,,,,3.8655,3.8062,18.9626,
XS1959498244,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,Eurobond,United States,2019-03-06,2025-03-06,US195949824=,600000000.0,4.535,,1.0,Fixed:Plain Vanilla Fixed Coupon,2019-03-06,,BBB,Ba1,BBB-,105.8,3.26206,3.29,3.24,3.26206,251.745776,,,242.882855,247.54,0.0,271.109538,107.036019,4.47733,0.049112,0.240354,4.47733,104.580459,271.109538,,,,4.548,4.4754,24.0209,
US3454G0BC11,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-02-14,2020-02-12,3454G0BC1=,,0.0,,,Fixed: Discount,2019-02-14,,,,,99.7822,2.367177,2.41,2.3,2.367177,57.603681,,,61.667875,74.4,0.0,89.651663,99.804484,0.09255,0.000923,0.000521,0.09255,99.759948,89.651663,,,,0.0833,0.0841,-0.0274,
US3454G0B725,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-02-08,2020-02-07,3454G0B72=,,0.0,,,Fixed: Discount,2019-02-08,,,,,99.8162,2.353645,2.39,2.29,2.353645,57.242089,,,60.291787,75.5,0.0,88.288604,99.835115,0.078548,0.000784,0.000432,0.078548,99.797312,88.288604,,,,0.0694,0.0701,-0.0248,
US3454G0AV01,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-02-01,2020-01-29,3454G0AV0=,,0.0,,,Fixed: Discount,2019-02-01,,,,,99.8764,2.331207,2.37,2.27,2.331207,57.514135,,,58.051932,77.1,0.0,86.032369,99.889244,0.053327,0.000533,0.00028,0.053327,99.863574,86.032369,,,,0.0444,0.0449,-0.0182,
US345397ZM88,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-01-07,2022-01-07,345397ZM8=,1400000000.0,5.596,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-01-07,,BBB,Ba1,BBB-,105.3728,2.788389,2.81,2.76,2.788389,113.715077,,,111.520313,117.5,0.0,121.803998,105.869549,1.876584,0.019795,0.045362,1.876584,104.879042,121.803998,,,,1.9,1.8741,4.5194,
US345397ZK23,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-01-07,2021-01-07,345397ZK2=,675000000.0,5.085,,2.0,Fixed:Plain Vanilla Fixed Coupon,2019-01-07,,BBB,Ba1,BBB-,102.3733,2.617009,2.63,2.58,2.617009,87.873556,,,86.196232,91.1,0.0,108.506032,102.619179,0.955797,0.009794,0.013966,0.955797,102.128316,108.506032,,,,0.9655,0.9532,1.3849,
US345397ZL06,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2019-01-07,2021-01-07,345397ZL0=,325000000.0,4.42388,LIUSD3M,4.0,Floating: Fixed Margin over Index,2020-01-07,,BBB,Ba1,BBB-,101.3773,3.029807,3.023,2.972,3.029807,,,,,,,,,0.233333,0.002367,,0.233333,,,,,,0.9813,0.2306,2891.0362,
US34540RAC07,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-09-24,2020-09-24,34540RAC0=,750000000.0,2.86475,LIUSD3M,4.0,Floating: Fixed Margin over Index,2019-12-24,,BBB,Ba1,BBB-,100.1088,2.679939,2.667,2.617,2.679939,,,,,,,,,0.194444,0.00195,,0.194444,,,,,,0.6943,0.1917,0.0716,
US34540TTQ57,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-08-23,2021-08-20,34540TTQ5=,8992000.0,3.65,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-08-23,,,Ba1,BBB-,100.045,3.619097,3.2,3.15,3.619097,127.623814,Ordinary Call,,140.30672,142.2,0.743097,159.543944,100.070798,0.099742,0.001012,0.015362,0.099742,100.020177,207.517186,,,,0.0972,0.0957,0.0563,
US34540TTR31,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-08-23,2028-08-20,34540TTR3=,5801000.0,4.8,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-08-23,,,Ba1,BBB-,100.0415,4.793402,4.39,4.34,4.793402,244.647172,Ordinary Call,,239.10681,238.1,1.812385,274.991819,100.066821,1.502137,0.015316,-11.22241,1.502137,99.30102,300.682042,,,,0.0972,0.0952,0.0556,
US34540TTP74,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-08-16,2023-08-20,34540TTP7=,8028000.0,4.15,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-08-16,,,Ba1,BBB-,100.0436,4.135813,3.71,3.66,4.135813,178.361441,Ordinary Call,,190.246639,192.2,1.477631,209.943256,100.068925,0.099494,0.001012,0.000882,0.099494,100.018331,254.123794,,,,0.0972,0.0955,0.056,
US34540TTN27,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-08-09,2023-08-20,34540TTN2=,11586000.0,4.25,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-08-09,,,Ba1,BBB-,100.0534,4.232773,3.71,3.66,4.232773,178.100435,Ordinary Call,,189.991256,192.2,1.801455,209.961107,100.078738,0.099494,0.001012,0.000882,0.099494,100.028118,263.820336,,,,0.0972,0.0955,0.056,
US34540TTM44,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-08-09,2021-08-20,34540TTM4=,18133000.0,3.75,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-08-09,,,Ba1,BBB-,100.0548,3.712611,3.2,3.15,3.712611,127.388409,Ordinary Call,,140.075712,142.2,0.887442,159.585865,100.080611,0.099741,0.001013,0.015375,0.099741,100.029965,216.873402,,,,0.0972,0.0957,0.0563,
US345397ZH93,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-08-09,2021-10-12,345397ZH9=,1150000000.0,3.813,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-08-09,,BBB,Ba1,BBB-,101.626,2.848929,2.87,2.82,2.848929,119.244786,,,116.791862,122.2,0.0,129.501604,102.054382,1.66587,0.017092,0.036543,1.66587,101.199961,129.501604,,,,1.6868,1.6634,3.6464,
US345397ZG11,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-08-09,2021-10-12,345397ZG1=,500000000.0,2.72788,LIUSD3M,4.0,Floating: Floating,2020-01-13,,BBB,Ba1,BBB-,99.32,3.177694,3.201,3.151,3.177694,,,,,,,,,0.26274,0.00261,,0.26274,,,,,,1.7642,0.2472,0.0648,
US345397ZJ59,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-08-09,2025-06-09,345397ZJ5=,600000000.0,4.687,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-08-09,,BBB,Ba1,BBB-,104.2475,3.809013,3.82,3.77,3.809013,215.761053,Ordinary Call,,211.258333,213.5,0.096013,213.684911,105.465649,4.627039,0.048447,0.213454,4.627039,103.04332,215.619489,,,,4.6938,4.6072,24.9922,
US34540TTK87,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-06-28,2028-06-20,34540TTK8=,2263000.0,4.6,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-06-28,,,Ba1,BBB-,99.5428,4.665757,4.72,4.67,4.665757,297.652939,Ordinary Call,,242.040845,246.5,0.928068,275.00091,100.126054,3.449914,0.034447,-8.90704,3.449914,98.403694,288.411433,,,,7.0585,6.8984,56.5885,
US34540TTJ15,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-06-28,2025-06-20,34540TTJ1=,986000.0,4.4,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-06-28,,,Ba1,BBB-,100.212,4.355192,3.95,3.9,4.355192,212.248082,Ordinary Call,,229.733465,228.8,1.702637,234.967691,100.318873,0.801183,0.008052,-3.006732,0.801183,99.916257,270.11335,,,,0.4306,0.4224,0.3856,
US34540TTH58,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-06-28,2023-06-20,34540TTH5=,4433000.0,4.0,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-06-28,,,Ba1,BBB-,100.1701,3.94583,3.64,3.59,3.94583,181.635238,Ordinary Call,,209.645116,208.9,0.986751,204.987434,100.277009,0.648427,0.006513,-1.781194,0.648427,99.95138,235.807007,,,,0.4306,0.423,0.3867,
US34540TTG75,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-06-28,2021-06-20,34540TTG7=,6384000.0,3.55,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-06-28,,,Ba1,BBB-,100.1709,3.425545,3.19,3.13,3.425545,135.719019,Ordinary Call,,173.653587,174.4,0.398552,160.001117,100.277964,0.453633,0.004555,-0.216923,0.453633,100.050223,188.582266,,,,0.4306,0.4239,0.3884,
XS1847798979,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,Eurobond,United States,2018-06-28,2023-06-28,US184779897=,5500000000.0,0.623,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-06-28,,BBB,Ba1,BBB-,,,,,,,,,,,,,,,,,,,,,,,,,,
US34540TTF92,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-06-21,2028-06-20,34540TTF9=,3040000.0,4.65,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-06-21,,,Ba1,BBB-,99.7356,4.687868,4.74,4.69,4.687868,300.520438,Ordinary Call,,242.876502,246.4,1.084012,274.998086,100.223116,3.083958,0.030854,-9.078272,3.083958,98.680434,290.644007,,,,7.0468,6.886,56.4437,
US34540TTE28,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-06-21,2023-06-20,34540TTE2=,8859000.0,4.0,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-06-21,,,Ba1,BBB-,100.1701,3.94583,3.64,3.59,3.94583,181.635238,Ordinary Call,,209.645116,208.9,0.986751,204.987434,100.277009,0.648427,0.006513,-1.781194,0.648427,99.95138,235.807007,,,,0.4306,0.423,0.3867,
US34540TTD45,FORD MOTOR CREDIT COMPANY LLC,Financial - Other,United States,United States,2018-06-14,2025-06-20,34540TTD4=,5408000.0,4.4,,2.0,Fixed:Plain Vanilla Fixed Coupon,2018-06-14,,,Ba1,BBB-,100.212,4.355192,3.95,3.9,4.355192,212.248082,Ordinary Call,,229.733465,228.8,1.702637,234.967691,100.318873,0.801183,0.008052,-3.006732,0.801183,99.916257,270.11335,,,,0.4306,0.4224,0.3856,
