Instrument,Issuer Name,Industry Sub Sector Description,Country Name,Issuer Country Name,Issue Date,Maturity Date,Preferred RIC,Amount Outstanding,Coupon,FRN Index,Coupon Frequency,Coupon Type Description,Coupon Effective Date,Issuer Rating,Fitchs Rating,Moodys Rating,SP Rating,Price,Yield To Maturity,ISMA Bid Yield,ISMA Ask Yield,Yield To Maturity,Z-Spread,Call Type Description,PUTCALLIND,Option Adjusted Spread,Option Adjusted Spread Bid,Option Value,Option Adjusted Spread,Price (-25bp),Effective Duration,DV01,Convexity,Spread Duration,Price (+25bp),ZC Volatility,Zero Option Adjusted Price,Option Adjusted Convexity,Exercise Type,Duration,Modified Duration,Convexity,Make Whole Call Flag
US37046ACU79,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-10-12,2028-10-20,37046ACU7=,11110000,5,,2,Fixed:Plain Vanilla Fixed Coupon,2018-10-12,,,Baa3,BBB,106.9985,4.043065,,,4.043065,-2095.325696,Ordinary Call,,-2191.531793,,42.354143,-2079.818649,107.07769,0.293877,0.003179,-0.008224,0.293877,106.918754,225.476646,,,,0.2639,0.2932,0.2489,
US37046ACT07,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-10-12,2021-10-20,37046ACT0=,4884000,3.5,,2,Fixed:Plain Vanilla Fixed Coupon,2018-10-12,,,Baa3,BBB,101.9938,2.339887,,,2.339887,-589.582186,Ordinary Call,,-591.711122,,5.113229,-539.892093,102.062949,0.270803,0.002784,-0.014156,0.270803,101.923742,78.492895,,,,0.2639,0.2694,0.2101,
US37046ACS24,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-10-04,2025-10-20,37046ACS2=,4223000,4.75,,2,Fixed:Plain Vanilla Fixed Coupon,2018-10-04,,,Baa3,BBB,100.475,4.653777,2.96,2.91,4.653777,109.703839,Ordinary Call,,108.247753,109,8.287352,140.638844,100.542523,0.261726,0.002659,0.033237,0.261726,100.409588,298.162323,,,,0.2639,0.2601,0.1959,
US37046ACR41,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-09-20,2026-09-20,37046ACR4=,1394000,4.7,,2,Fixed:Plain Vanilla Fixed Coupon,2018-09-20,,,Baa3,BBB,106.7548,3.55477,,,3.55477,-2950.654533,Ordinary Call,,-3164.171011,,28.632652,-3023.184767,106.811948,0.210974,0.002284,0.001677,0.210974,106.697766,183.145999,,,,0.1806,0.2117,0.169,
US37046ACQ67,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-09-20,2023-09-20,37046ACQ6=,1922000,4.15,,2,Fixed:Plain Vanilla Fixed Coupon,2018-09-20,,,Baa3,BBB,104.8237,2.76267,,,2.76267,-2200.878745,Ordinary Call,,-2305.899138,,12.484429,-2200.5026,104.876962,0.201305,0.002137,-0.004624,0.201305,104.770131,116.797519,,,,0.1806,0.2017,0.1533,
US37045XCM65,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-09-24,,37045XCM6=,500000000,6.5,,2,Floating: Fixed then Floating,2018-09-24,,BB+,Ba2,BB+,105.25,5.468263,5.807,5.661,5.468263,401.243651,Ordinary Call,,315.954222,,0,394.431983,107.017824,6.533883,0.069996,0.535371,6.533883,103.518022,394.431983,,,,9.0572,0.2083,53.6901,
US37046ACN37,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-09-13,2022-09-20,37046ACN3=,1555000,3.85,,2,Fixed:Plain Vanilla Fixed Coupon,2018-09-13,,,Baa3,BBB,100.1586,3.785626,2.98,2.93,3.785626,114.051991,Ordinary Call,,115.43134,113.4,1.888586,146.626663,100.204463,0.178031,0.001805,0.023414,0.178031,100.114221,220.362731,,,,0.1806,0.178,0.1194,
US37046ACP84,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-09-13,2028-09-20,37046ACP8=,3001000,4.75,,2,Fixed:Plain Vanilla Fixed Coupon,2018-09-13,,,Baa3,BBB,106.2309,3.89657,,,3.89657,-2760.940133,Ordinary Call,,-2942.948503,,40.421537,-2786.636785,106.286211,0.208098,0.002242,-0.021899,0.208098,106.174114,210.842803,,,,0.1806,0.209,0.1647,
US37046ACM53,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-08-30,2026-08-20,37046ACM5=,5982000,4.55,,2,Fixed:Plain Vanilla Fixed Coupon,2018-08-30,,,Baa3,BBB,105.806,3.554767,,,3.554767,-4311.602918,Ordinary Call,,-4844.734964,,28.123052,-4603.758371,105.841092,0.130295,0.001402,0.001026,0.130295,105.770977,183.702489,,,,0.0972,0.1274,0.0996,
US37046ACL70,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-08-30,2021-08-20,37046ACL7=,6518000,3.5,,2,Fixed:Plain Vanilla Fixed Coupon,2018-08-30,,,Baa3,BBB,100.0444,3.46967,3.05,3,3.46967,112.688602,Ordinary Call,,126.339217,128.2,0.727348,145.67548,100.070072,0.09981,0.001013,0.011321,0.09981,100.019446,192.566508,,,,0.0972,0.0958,0.0564,
US37046ACJ25,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-08-23,2022-08-20,37046ACJ2=,2895000,3.65,,2,Fixed:Plain Vanilla Fixed Coupon,2018-08-23,,,Baa3,BBB,100.0582,3.625274,3.06,3.01,3.625274,113.271733,Ordinary Call,,126.911561,129.2,1.422504,146.629192,100.083898,0.099805,0.001013,0.011587,0.099805,100.033238,203.833387,,,,0.0972,0.0958,0.0564,
US37046ACK97,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-08-23,2028-08-20,37046ACK9=,1289000,4.65,,2,Fixed:Plain Vanilla Fixed Coupon,2018-08-23,,,Baa3,BBB,100.0926,4.636213,3.71,3.66,4.636213,176.290707,Ordinary Call,,188.965061,192.2,5.429273,210.032338,100.117987,0.099494,0.001014,0.000883,0.099494,100.067269,284.896403,,,,0.0972,0.0955,0.056,
US37046ACH68,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-08-16,2024-08-20,37046ACH6=,4306000,4.25,,2,Fixed:Plain Vanilla Fixed Coupon,2018-08-16,,,Baa3,BBB,100.1051,4.223761,3.19,3.14,4.223761,124.112068,Ordinary Call,,137.604733,141.2,4.330641,158.52671,100.130966,0.099747,0.001015,0.015053,0.099747,100.080192,260.448843,,,,0.0972,0.0957,0.0563,
US37046ACG85,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-08-16,2021-08-20,37046ACG8=,5787000,3.55,,2,Fixed:Plain Vanilla Fixed Coupon,2018-08-16,,,Baa3,BBB,100.0493,3.516435,3.05,3,3.516435,112.574439,Ordinary Call,,126.227861,128.2,0.799579,145.699868,100.074978,0.09981,0.001013,0.011328,0.09981,100.02434,197.245558,,,,0.0972,0.0958,0.0564,
US37046ACE38,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-08-09,2021-08-20,37046ACE3=,5550000,3.6,,2,Fixed:Plain Vanilla Fixed Coupon,2018-08-09,,,Baa3,BBB,100.0543,3.563133,3.05,3,3.563133,112.357484,Ordinary Call,,126.014322,128.2,0.873237,145.62638,100.079984,0.09981,0.001013,0.011307,0.09981,100.029333,201.917741,,,,0.0972,0.0958,0.0564,
US37046ACF03,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-08-09,2028-08-20,37046ACF0=,7217000,4.75,,2,Fixed:Plain Vanilla Fixed Coupon,2018-08-09,,,Baa3,BBB,100.1025,4.734715,3.71,3.66,4.734715,175.928046,Ordinary Call,,188.610942,192.2,6.153309,209.951581,100.1279,0.099494,0.001015,0.000882,0.099494,100.077156,294.790814,,,,0.0972,0.0955,0.056,
US37046ACD54,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-27,2026-06-20,37046ACD5=,4116000,4.5,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-27,,,Baa3,BBB,100.5326,4.403522,3.29,3.24,4.403522,145.287995,Ordinary Call,,221.020585,220,5.705145,169.987148,100.640074,0.425674,0.004292,0.005371,0.425674,100.425465,269.17511,,,,0.4306,0.4237,0.3881,
US37046ACC71,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-27,2022-06-20,37046ACC7=,2580000,3.7,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-27,,,Baa3,BBB,100.2905,3.573471,3.05,3,3.573471,122.110525,Ordinary Call,,184.197446,184.2,1.228529,146.99123,100.39776,0.426156,0.004284,0.004741,0.426156,100.183538,199.692253,,,,0.4306,0.4242,0.389,
US37046ACB98,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-21,2024-06-20,37046ACB9=,2615000,4.15,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-21,,,Baa3,BBB,100.4308,4.042289,3.18,3.13,4.042289,134.385378,Ordinary Call,,204.692745,203.8,3.453921,158.982649,100.538188,0.425905,0.004289,0.005048,0.425905,100.323729,242.96698,,,,0.4306,0.424,0.3885,
US37046ACA16,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-21,2021-06-20,37046ACA1=,3651000,3.45,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-21,,,Baa3,BBB,100.1882,3.313294,3.04,2.99,3.313294,121.432546,Ordinary Call,,162.442947,163.2,0.438042,146.000785,100.295338,0.443107,0.00445,-0.130725,0.443107,100.072858,177.368986,,,,0.4306,0.4242,0.389,
US37045XCL82,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-19,2023-06-19,37045XCL8=,1000000000,4.15,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-19,,BBB,Baa3,BBB,105.0128,2.612317,2.61,2.5,2.612317,95.082078,Ordinary Call,,92.912305,98.5,0.12319,98.679954,105.836039,3.112733,0.032777,0.115602,3.112733,104.197169,102.348977,,,,3.1537,3.114,11.5932,
US37046ABZ75,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-14,2028-06-20,37046ABZ7=,4564000,4.65,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-14,,,Baa3,BBB,100.4249,4.588235,3.69,3.64,4.588235,186.466369,Ordinary Call,,227.112637,226,5.051056,209.988202,100.532108,0.424838,0.00428,0.006908,0.424838,100.318127,280.671897,,,,0.4306,0.4229,0.3866,
US37046ABW45,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-07,2022-06-20,37046ABW4=,2127000,3.6,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-07,,,Baa3,BBB,100.2479,3.492071,3.05,3,3.492071,122.360752,Ordinary Call,,176.321355,176.3,1.038381,146.987526,100.355108,0.426156,0.004282,0.004741,0.426156,100.14099,191.543679,,,,0.4306,0.4242,0.389,
US37046ABX28,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-07,2027-06-20,37046ABX2=,3209000,4.5,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-07,,,Baa3,BBB,100.4683,4.424932,3.44,3.39,4.424932,160.857688,Ordinary Call,,216.850243,216.1,5.325151,184.974435,100.575642,0.425361,0.004286,0.005877,0.425361,100.361328,267.090033,,,,0.4306,0.4234,0.3875,
US37046ABV61,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-01,2024-06-20,37046ABV6=,4994000,4.25,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-01,,,Baa3,BBB,100.4734,4.131421,3.18,3.13,4.131421,134.33685,Ordinary Call,,213.018034,212.1,3.821875,158.98048,100.580841,0.425905,0.004291,0.005048,0.425905,100.366277,251.888208,,,,0.4306,0.424,0.3885,
US37046ABU88,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-01,2021-06-20,37046ABU8=,5224000,3.55,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-01,,,Baa3,BBB,100.2308,3.382447,3.04,2.99,3.382447,121.378348,Ordinary Call,,169.337268,170.1,0.53461,146.004976,100.33799,0.42996,0.00432,-0.025543,0.42996,100.122006,184.276802,,,,0.4306,0.4242,0.389,
US37046ABS33,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-05-24,2023-05-20,37046ABS3=,1641000,3.9,,2,Fixed:Plain Vanilla Fixed Coupon,2018-05-24,,,Baa3,BBB,100.3007,3.802316,3.05,3,3.802316,122.644518,Ordinary Call,,118.978269,121.2,2.253001,149.984437,100.387192,0.3425,0.003455,0.003458,0.3425,100.214426,221.124814,,,,0.3472,0.3421,0.2856,
US37046ABT16,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-05-24,2028-05-20,37046ABT1=,3268000,4.75,,2,Fixed:Plain Vanilla Fixed Coupon,2018-05-24,,,Baa3,BBB,100.3861,4.692734,3.66,3.61,4.692734,183.552103,Ordinary Call,,178.59793,181.2,5.756936,209.971372,100.472564,0.341491,0.003452,0.004848,0.341491,100.299942,291.191845,,,,0.3472,0.3411,0.2839,
US37046ABR59,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-05-17,2024-05-20,37046ABR5=,4537000,4.2,,2,Fixed:Plain Vanilla Fixed Coupon,2018-05-17,,,Baa3,BBB,100.373,4.104363,3.14,3.09,4.104363,131.632714,Ordinary Call,,127.815601,130.2,3.656833,158.983588,100.45956,0.342348,0.003458,0.003613,0.342348,100.286669,249.529199,,,,0.3472,0.342,0.2853,
US37046ABQ76,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-05-17,2021-05-20,37046ABQ7=,2765000,3.45,,2,Fixed:Plain Vanilla Fixed Coupon,2018-05-17,,,Baa3,BBB,100.1593,3.326074,3.01,2.96,3.326074,118.9164,Ordinary Call,,115.230663,117,0.447591,145.997408,100.245628,0.351956,0.003543,-0.071716,0.351956,100.068459,180.086249,,,,0.3472,0.3422,0.2857,
US37046ABP93,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-05-10,2028-05-20,37046ABP9=,3513000,4.65,,2,Fixed:Plain Vanilla Fixed Coupon,2018-05-10,,,Baa3,BBB,100.3517,4.597995,3.66,3.61,4.597995,183.638631,Ordinary Call,,178.403098,181.2,5.080734,209.97815,100.438122,0.341491,0.003451,0.004848,0.341491,100.265585,281.673826,,,,0.3472,0.3411,0.2839,
US37046ABN46,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-05-10,2023-05-20,37046ABN4=,3191000,3.85,,2,Fixed:Plain Vanilla Fixed Coupon,2018-05-10,,,Baa3,BBB,100.3007,3.752438,3,2.95,3.752438,117.571398,Ordinary Call,,113.990298,116.2,2.255108,144.995878,100.387205,0.342584,0.003456,0.003378,0.342584,100.214408,216.136806,,,,0.3472,0.3422,0.2857,
US37046ABM62,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-04-12,2027-04-20,37046ABM6=,3581000,4.3,,2,Fixed:Plain Vanilla Fixed Coupon,2018-04-12,,,Baa3,BBB,100.2402,4.260306,3.4,3.35,4.260306,155.803064,Ordinary Call,,153.006845,152.9,4.213193,185.006505,100.306388,0.261152,0.002644,0.002786,0.261152,100.174188,251.364566,,,,0.2639,0.2596,0.195,
US37045XCH70,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-04-10,2021-04-09,37045XCH7=,500000000,2.728,LIUSD3M,4,Floating: Fixed Margin over Index,2020-01-09,,BBB,Baa3,BBB,100.1937,2.56624,2.593,2.542,2.56624,,,,,,,,,0.238889,0.002394,,0.238889,,,,,,1.2382,0.2361,0.0936,
US37045XCK00,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-04-10,2025-04-09,37045XCK0=,1000000000,4.35,,2,Fixed:Plain Vanilla Fixed Coupon,2018-04-10,,BBB,Baa3,BBB,106.7936,2.939814,2.92,2.87,2.939814,125.840177,Ordinary Call,,123.179915,125.5,0.163158,126.164957,108.020936,4.519125,0.04878,0.232214,4.519125,105.58193,129.420102,,,,4.5732,4.5084,23.9597,
US37045XCJ37,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-04-10,2021-04-09,37045XCJ3=,1000000000,3.55,,2,Fixed:Plain Vanilla Fixed Coupon,2018-04-10,,BBB,Baa3,BBB,101.5029,2.307653,2.32,2.27,2.307653,59.85747,Make Whole Call,,58.457434,62.9,0,78.300535,101.809658,1.196553,0.012257,0.020398,1.196553,101.197448,78.300535,,,,1.2076,1.194,2.0362,
US37046ABK07,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-04-05,2028-04-20,37046ABK0=,5556000,4.5,,2,Fixed:Plain Vanilla Fixed Coupon,2018-04-05,,,Baa3,BBB,100.2266,4.466014,3.66,3.6,4.466014,181.316342,Ordinary Call,,176.255353,175.1,4.13126,209.979969,100.292742,0.289956,0.002937,-0.229777,0.289956,100.145913,268.834083,,,,0.2639,0.2592,0.1945,
US37046ABJ34,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-04-05,2023-04-20,37046ABJ3=,3916000,3.75,,2,Fixed:Plain Vanilla Fixed Coupon,2018-04-05,,,Baa3,BBB,100.2017,3.682506,3,2.95,3.682506,115.216677,Ordinary Call,,113.297113,112.9,2.000503,144.977607,100.267894,0.261667,0.002645,0.002296,0.261667,100.135651,209.728651,,,,0.2639,0.2601,0.1958,
US37046ABG94,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-03-29,2021-03-20,37046ABG9=,4781000,3.2,,2,Fixed:Plain Vanilla Fixed Coupon,2018-03-29,,,Baa3,BBB,100.043,3.160163,2.97,2.92,3.160163,114.552597,Ordinary Call,,115.361552,112.3,0.198292,145.623986,100.088702,0.327924,0.003314,-1.17622,0.327924,99.923008,162.753141,,,,0.1806,0.178,0.1194,
US37046ABH77,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-03-29,2024-03-20,37046ABH7=,4730000,4,,2,Fixed:Plain Vanilla Fixed Coupon,2018-03-29,,,Baa3,BBB,100.1641,3.95586,3.1,3.05,3.95586,126.681299,Ordinary Call,,127.350205,125.4,2.983156,158.466623,100.210182,0.177928,0.001805,0.030385,0.177928,100.119945,235.15867,,,,0.1806,0.1779,0.1192,
XS1792505866,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,Eurobond,United States,2018-03-26,2025-03-26,US179250586=,500000000,1.694,,1,Fixed:Plain Vanilla Fixed Coupon,2018-03-26,,BBB,Baa3,BBB,103.201,1.057425,1.04,0.93,1.057425,114.450874,Ordinary Call,,113.909873,117.77,0.051931,154.032094,104.460673,4.759913,0.04977,0.471628,4.759913,101.972149,155.038983,,,,4.8068,4.7595,28.1039,
US37046ABF12,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-03-15,2023-03-20,37046ABF1=,2302000,3.65,,2,Fixed:Plain Vanilla Fixed Coupon,2018-03-15,,,Baa3,BBB,100.1261,3.606443,2.96,2.91,3.606443,112.792757,Ordinary Call,,113.69632,111.4,1.739268,144.633352,100.171888,0.178049,0.001803,0.022293,0.178049,100.081723,202.377662,,,,0.1806,0.178,0.1194,
US37046ABE47,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-03-08,2025-03-20,37046ABE4=,4050000,4,,2,Fixed:Plain Vanilla Fixed Coupon,2018-03-08,,,Baa3,BBB,100.1478,3.967189,3.19,3.14,3.967189,136.015053,Ordinary Call,,136.52087,134.4,3.053155,168.008705,100.192937,0.177843,0.001804,0.001504,0.177843,100.102758,232.589546,,,,0.1806,0.1778,0.1191,
US37046ABD63,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-03-08,2021-03-20,37046ABD6=,4715000,3.1,,2,Fixed:Plain Vanilla Fixed Coupon,2018-03-08,,,Baa3,BBB,100.0119,3.087289,3.06,3.01,3.087289,122.193994,Ordinary Call,,120.886216,119.4,0.109165,146.046799,100.069852,0.486343,0.004912,-2.054532,0.486343,99.824264,155.479558,,,,0.1806,0.1779,0.1193,
US37046ABB08,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-03-01,2022-03-20,37046ABB0=,2033000,3.4,,2,Fixed:Plain Vanilla Fixed Coupon,2018-03-01,,,Baa3,BBB,100.0773,3.361407,2.98,2.93,3.361407,115.291631,Ordinary Call,,116.153917,113.4,0.676159,146.631073,100.123062,0.178031,0.001801,0.023417,0.178031,100.033019,178.860282,,,,0.1806,0.178,0.1194,
US37046ABC80,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-03-01,2028-03-20,37046ABC8=,4637000,4.35,,2,Fixed:Plain Vanilla Fixed Coupon,2018-03-01,,,Baa3,BBB,100.1352,4.32941,3.61,3.56,4.32941,178.939688,Ordinary Call,,178.64127,176.4,3.156306,209.995881,100.180299,0.277578,0.002818,-0.79896,0.277578,100.03941,255.375625,,,,0.1806,0.1774,0.1186,
US37046ABA25,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-01-19,2025-01-20,37046ABA2=,3623000,3.45,,2,Fixed:Plain Vanilla Fixed Coupon,2018-01-19,,,Baa3,BBB,99.91,3.469597,3.5,3.45,3.469597,185.392863,Ordinary Call,,129.810921,133.7,0.69059,168.001442,100.219094,1.916996,0.019472,-5.598572,1.916996,99.245476,183.054574,,,,4.5704,4.4927,23.7242,
US37046AAZ84,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-01-19,2021-01-20,37046AAZ8=,5348000,2.65,,2,Fixed:Plain Vanilla Fixed Coupon,2018-01-19,,,Baa3,BBB,99.6606,2.991108,3.01,2.96,2.991108,126.945214,Ordinary Call,,123.193498,125.7,-4.00E-05,146.008775,99.896278,0.958209,0.009672,-0.194314,0.958209,99.412663,146.004711,,,,0.9943,0.9798,1.4582,
US37045XCE40,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-01-05,2023-01-05,37045XCE4=,400000000,2.89025,LIUSD3M,4,Floating: Fixed Margin over Index,2020-01-06,,BBB,Baa3,BBB,99.6395,2.999088,3.02,2.969,2.999088,,,,,,,,,0.230556,0.002299,,0.230556,,,,,,2.9826,0.2278,-0.0402,
US37045XCG97,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-01-05,2028-01-05,37045XCG9=,400000000,3.85,,2,Fixed:Plain Vanilla Fixed Coupon,2018-01-05,,BBB,Baa3,BBB,102.229,3.526799,3.54,3.44,3.526799,182.254216,Ordinary Call,,177.292539,178.9,0.063107,174.3678,103.961263,6.71741,0.068736,0.433476,6.71741,100.524459,175.271033,,,,6.7593,6.6433,51.2469,
US37045XCF15,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-01-05,2023-01-05,37045XCF1=,850000000,3.25,,2,Fixed:Plain Vanilla Fixed Coupon,2018-01-05,,BBB,Baa3,BBB,102.4981,2.375153,2.45,2.35,2.375153,78.37005,Ordinary Call,,76.530604,82.1,0.056656,76.966179,103.206766,2.754078,0.028251,0.074461,2.754078,101.794208,78.919408,,,,2.7795,2.7467,9.08,
US37046AAY10,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-12-21,2027-12-20,37046AAY1=,19409000,3.9,,2,Fixed:Plain Vanilla Fixed Coupon,2017-12-21,,,Baa3,BBB,100.0633,3.89033,3.78,3.72,3.89033,197.180123,Ordinary Call,,164.709223,165.3,1.838942,184.997767,100.320011,1.81117,0.01817,-6.301094,1.81117,99.411498,211.883504,,,,0.4306,0.4227,0.3862,
US37046AAX37,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-12-21,2020-12-20,37046AAX3=,3981000,2.55,,2,Fixed:Plain Vanilla Fixed Coupon,2017-12-21,,,Baa3,BBB,99.6446,2.937646,2.96,2.91,2.937646,121.177088,Ordinary Call,,117.811229,120.1,-1.80E-05,140.006491,99.867558,0.904294,0.009026,-0.086456,0.904294,99.416249,140.004547,,,,0.9242,0.911,1.2819,
US37046AAW53,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-12-14,2024-12-20,37046AAW5=,4309000,3.5,,2,Fixed:Plain Vanilla Fixed Coupon,2017-12-14,,,Baa3,BBB,100.1323,3.470204,3.22,3.17,3.470204,139.888465,Ordinary Call,,146.450676,146.9,1.122557,158.994697,100.260956,1.074752,0.010787,-4.496026,1.074752,99.721615,183.767041,,,,0.4306,0.4239,0.3883,
US37046AAV70,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-12-14,2020-12-20,37046AAV7=,6126000,2.55,,2,Fixed:Plain Vanilla Fixed Coupon,2017-12-14,,,Baa3,BBB,99.6446,2.937646,2.96,2.91,2.937646,121.177088,Ordinary Call,,117.811229,120.1,-1.80E-05,140.006491,99.867558,0.904294,0.009026,-0.086456,0.904294,99.416249,140.004547,,,,0.9242,0.911,1.2819,
US37046AAU97,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-12-07,2027-12-20,37046AAU9=,4694000,3.95,,2,Fixed:Plain Vanilla Fixed Coupon,2017-12-07,,,Baa3,BBB,100.16,3.926005,3.6,3.54,3.926005,178.978254,Ordinary Call,,167.048043,167.8,2.08515,185.004597,100.341276,1.425682,0.014317,-5.629095,1.425682,99.625417,215.472831,,,,0.4306,0.4231,0.3868,
US37046AAT25,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-12-07,2022-12-20,37046AAT2=,8774000,3,,2,Fixed:Plain Vanilla Fixed Coupon,2017-12-07,,,Baa3,BBB,99.7361,3.094327,3.12,3.07,3.094327,147.867389,Ordinary Call,,131.512403,135,0.112684,147.000877,100.077797,1.874988,0.018738,-4.058608,1.874988,99.140902,151.053389,,,,2.8217,2.7791,9.2752,
US37046AAS42,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-11-24,2024-11-20,37046AAS4=,3993000,3.5,,2,Fixed:Plain Vanilla Fixed Coupon,2017-11-24,,,Baa3,BBB,100.1129,3.473791,3.18,3.13,3.473791,137.819736,Ordinary Call,,119.976319,119.4,1.130788,158.997322,100.217976,0.980182,0.009864,-4.500337,0.980182,99.724759,184.340121,,,,0.3472,0.3419,0.2852,
US37046AAR68,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-11-24,2020-11-20,37046AAR6=,8023000,2.4,,2,Fixed:Plain Vanilla Fixed Coupon,2017-11-24,,,Baa3,BBB,99.5501,2.937605,2.96,2.91,2.937605,119.829801,Ordinary Call,,117.543082,119.6,-0.000709,140.086762,99.757863,0.833257,0.008325,-0.01165,0.833257,99.341609,140.001619,,,,0.8413,0.8292,1.0991,
US37046AAQ85,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-11-16,2027-11-20,37046AAQ8=,5061000,3.9,,2,Fixed:Plain Vanilla Fixed Coupon,2017-11-16,,,Baa3,BBB,100.0343,3.894299,3.82,3.77,3.894299,202.296279,Ordinary Call,,149.283466,153.4,1.846557,185.008055,100.266098,1.710134,0.017207,-6.309178,1.710134,99.405736,212.23651,,,,0.3472,0.3408,0.2834,
